,name,link,research_interest,ID
96,Dr Rebecca Vince,https://www.hull.ac.uk/staff-directory/rebecca-vince,"

Research interests
Becky's personal and collaborative research spans both health-based and sport-based research around:  
1.) Using a personalised medicine approach in a range of settings (e.g. obesity, diabetes, cancer, ageing/frailty) 
2.) Exercise, nutritional and lifestyle interventions in polycystic ovary syndrome (PCOS), type 2 diabetes and obesity 
3.) Exercise/nutritional ‘prehabilitation’ (a strategy to increase functional capacity/physical fitness prior to a physiological stressor such as surgery) either through exercise (resistance and/or aerobic) or through other interventions (nutrition) 
4.) Nutrition in health and disease  
5.) The cellular stress response in healthy and diseased states e.g. heat shock proteins, endothelial microparticles, oxidative stress  
6.) The endothelial response in diseased states or diving/decompression illness 
7.) Nutritional supplementation for sports performance/recovery investigating the effects of ergogenic aids/nutritional supplements to improve sport performance and aid in recovery, covering a broad interest in all nutritional supplements and diet plans across all sports


Postgraduate supervision
Self-funded PhD/MSc projects are available in the area of personalised medicine (exercise/diet), obesity/type 2 diabetes/PCOS, nutrition (in sport/disease), the human stress response and endothelial function. 
 
For example: 
•	Using our individualised exercise App for personalised medicine in a variety of settings (e.g. obesity, diabetes, PCOS, cancer, ageing/frailty) 
•	Exercise, nutritional and lifestyle interventions in PCOS, T2D  and obesity 
•	Exercise/nutritional ‘prehabilitation’ (a strategy to increase functional capacity/physical fitness prior to a physiological stressor such as surgery)  
•	Nutrition in health and disease  
•	Nutrition and supplementation for sports performance/recovery  
•	The cellular stress response

",97
97,Ms Christine Trala,https://www.hull.ac.uk/staff-directory/christine-trala,None,98
98,Mrs Michelle Kennedy,https://www.hull.ac.uk/staff-directory/michelle-kennedy,None,99
99,Dr Luke Cartwright,https://www.hull.ac.uk/staff-directory/luke-cartwright,"

Postgraduate supervision
Dr Cartwright welcomes applications in 
 
-  Problematic substance use 
 
-  Youth offending 
 
- Child criminal exploitation

",100
100,Dr Haseeb Shabbir,https://www.hull.ac.uk/staff-directory/haseeb-shabbir,"

Research interests
Marketing Ethics 
 
Fundraising and Philanthropic Psychology 
 
Peace Marketing: including anti-slavery marketing 
 
Covert racism in contemporary advertising and in the workplace.


Postgraduate supervision
Marketing Ethics but open to discussion

",101
101,Mrs Valeria Butler,https://www.hull.ac.uk/staff-directory/valeria-butler,None,102
102,Mrs Julie Brierley,https://www.hull.ac.uk/staff-directory/julie-brierley,"

Research interests
Julie interest in two year old children continues to grow, she believes this to be an age range that are particularly underestimated.  
 
Her continual  interest in young children's learning provides a broad research interest,  including young children's schematic learning, the connection between movement and cognition, the importance of play, and the influence of the learning environment.


Postgraduate supervision
Julie welcomes applications in the area of young children's play and learning.

",103
103,Mr David Sowden,https://www.hull.ac.uk/staff-directory/david-sowden,None,104
104,Mrs Natalie Teal,https://www.hull.ac.uk/staff-directory/natalie-teal,None,105
105,Dr Matthew Barnard,https://www.hull.ac.uk/staff-directory/matthew-barnard,"

Postgraduate supervision
Dr Barnard welcomes applications in binaural and ambisonic aesthetics, popular and experimental electronic and acousmatic composition and spatial representation. 
 
Completed PhDs 
 
- Tariq Emam

",106
106,Mr Phil Marshall,https://www.hull.ac.uk/staff-directory/phil-marshall,None,107
107,Mr Roland Getor,https://www.hull.ac.uk/staff-directory/roland-getor,"

Research interests
Labour Economics (Unemployment and Economic Inactivity); 
Renewable Energy (Socio-Economic Impact Assessment); 
Sustainable Plastic Supply Chains and Industry 4.0

",108
108,Dr Moira Graham,https://www.hull.ac.uk/staff-directory/moira-graham,"

Postgraduate supervision
Completed PhDs

- Ritah Tweheyo, Pregnancy, Food Behaviours and Weight Status: An Interpretive Phenomenological Analysis

Current PhDs

- Jaruwan Kownaklai, Child Bearing Decisions Among Thai HIV Infected Women

- Nittiya Noysipoom, The Perspectives of Thai Older Persons with Early Stage Dementia of their Care Needs     

- Milda Pinem, An Ethnographic Study of Women's Experiences of Breastfeeding in the Karo Highlands of Indonesia

- Yetunde Ataiyero, The Barriers and Levers of Hand Hygiene Compliance among Nigerian Healthcare Workers

- Lucia Isibor,Female Genital Cutting

- Kirsty Fishburn, Living  with a diagnosis of borderline personality disorder: women's perspectives and insights

",109
109,Mrs Liz Smith,https://www.hull.ac.uk/staff-directory/liz-smith,None,110
110,Dr Max Hope,https://www.hull.ac.uk/staff-directory/max-hope,"


Project
Funder
Grant
Started
Status


Project
Radical Inclusivity/Exclusivity: Reconsidering ‘exclusive’ schools and their role within ‘inclusive’ education
Funder
Spencer Foundation
Grant
£34,757.00
Started
1 February 2016
Status
Complete



Postgraduate supervision
Max welcomes applications for postgraduate supervision in her specialist areas.

Current PhD supervisions

-  Currently supervising 11 PhD and EdD students (eight as first supervisor; three as second supervisor)

",111
111,Dr James Hobkirk,https://www.hull.ac.uk/staff-directory/james-hobkirk,"

Postgraduate supervision
James currently co-supervises a number of postgraduate students within the remit of pathophysiology of human disease, metabolic dysregulation and organ specific lipotoxicity. He is particularly interested in the mechanisms and treatment of metabolic dysregulation in the blood and at the tissue and cellular level via nutritional, exercise and pharmaceutical therapies. 
 
Completed PhDs 
 
- Mr Ramiar Kheder, Nutritional strategies to reduce lipogenesis, inflammation and fibrosis in mouse hepatic tissue, isolated macrophages and Hep G2 cells (PhD, with Dr C Stover, University of Leicester) 
 
Current PhD supervisions  
 
- Mr Yama Haqzad, Lipogenic and oxidative gene profiles controlling myocardial energy metabolism (MD) 
 
- Mr Zaheer Tahir, Modulating cardiac energy metabolism in ex vivo right atria and human cardiomyocytes with dicholoracetatev (MD)

",112
112,Dr Philip Molyneux,https://www.hull.ac.uk/staff-directory/philip-molyneux,"

Research interests
Compassion Focused Therapy 
Compassionate Mind Training

",113
113,Mrs Sharon Towse,https://www.hull.ac.uk/staff-directory/sharon-towse,None,114
114,Dr Jo Traunter,https://www.hull.ac.uk/staff-directory/jo-traunter,"

Research interests
Early Childhood Education  
Professional identity and training in the ECEC workforce 
Outdoor learning 
Environments of Inquiry in ECEC


Postgraduate supervision
Dr Traunter welcomes applications for supervision in her specialist areas of: 
Early Childhood Education and Care 
Outdoor learning 
Creative Contexts for Young Children's Learning 
Teacher Professional Identity

",115
115,Dr Alex Iles,https://www.hull.ac.uk/staff-directory/alex-iles,"

Research interests
At the University of Hull Alex Iles supports a diverse portfolio of research involving microfluidics, from life sciences to energy production and environmental remediation. If you are interested in collaborating with the University of Hull with a Lab on a Chip project, please get in touch: 
 
a.iles@hull.ac.uk

",116
116,Dr Mohamed Khalil,https://www.hull.ac.uk/staff-directory/mohamed-khalil,"

Postgraduate supervision
I welcome applications in  
 
-  Financial reporting including, earnings management, earnings quality and accounting conservatism 
 
-  Corporate governance and ownership structure 
 
-  International financial reporting Standards 
 
Completed PhDs 
 
-  Badriya N Al Shammakhi, 2017, Enhancing Auditors Fraud Risk Assessment by Using Throughput Model as a Decision Aid, second supervisor (2017) 
 
-  Sarra Baroudi, Auditor Selection of Negotiation Strategies: The Effect of Motivational Factors and Bargaining Power under a Throughput Model, second supervisor (2017) 
 
-  Faisal Al Hudithi, Throughput Modelling In Participative Budgeting, second supervisor (2017) 
 
Current PhD supervisions 
 
-  Sandy Harianto, Political Connections, Earnings Management and Firm Value (joint supervisor) 
 
-  Hussen Al-Refiay, IFRS, Earnings Quality, Audit Committee Characteristics and Value Relevance (joint supervisor) 
 
-  Hassan Elgendi, Accounting Conservatism, Earnings Management and Comparability (joint supervisor) 
 
-  Sinan Al-Shaikh, An Exploration of Implementation of International Accounting Standards in the Context of Developing Countries (second supervisor) 
 
-  Do Duc Trung, Improving Banking System's Financial Soundness and Stability: Risk and Return Trade-off Approach (second supervisor)

",117
117,Dr Tricia Shaw,https://www.hull.ac.uk/staff-directory/tricia-shaw,"

Research interests
Engaging with Voices 
Inclusion of young children 
Use of participatory tools 
Outdoor learning 
Environmental sustainability in education


Postgraduate supervision
Tricia welcomes applications in the areas of 
 
-  Inclusion 
 
-  Participative research 
 
-  Engaging with the voices of children and young people 
 
Current PhD supervisions 
 
-  Second supervisor for EdD Annemie von Roij - Passend Onderwijs, supporting professionals to meet inclusion or just allocation of the budget funding?

",118
118,Dr Thomas Hoyland,https://www.hull.ac.uk/staff-directory/thomas-hoyland,"

Postgraduate supervision
Thomas welcomes PhD applications on leadership, organisational climates and individual difference psychology in applied settings.

Completed PhDs

Examples of completed PhD supervisions include

- Effects of leader/follower emotional intelligence and cognitive style on interpersonal citizenship behavior and the mediating role of leader-member exchange

- The Influence of Leader-Member Exchange (LMX) and Transformational Leadership on Resistance to Organisational Change and the Mediating Role of Job Satisfaction and Organisational Commitment

- The relationship between knowledge sharing mechanisms structural capital and organisational performance

Current PhDs

Current supervisions include

- The role of sexuality in leader identity formation

- Leadership behaviours, followers' attitude and organizational unit performance in times of change: A detailed analysis of their interrelationships.

- The Impact of Transformational and Servant Leadership on Innovation through Team Climate in R&D teams in the Petrochemical Sector: A Comparative Analysis

",119
119,Mrs Nicki Credland,https://www.hull.ac.uk/staff-directory/nicki-credland,"

Research interests
Critical care 
Pre-hospital medicine 
Recognition and response



Project
Funder
Grant
Started
Status


Project
The incidence and impact of incivility in pre-hospital care
Funder
NHS East Riding of Yorkshire Clinical Commissioning Group
Grant
£2,274.00
Started
1 February 2019
Status
Complete



Postgraduate supervision
Currently undertaking a PhD investigating why we fail to recognise and rescue deteriorating patients.

",120
