names,links,research,department
Professor Gerald Midgley,https://www.hull.ac.uk/staff-directory/gerald-midgley,"


Project
Funder
Grant
Started
Status


Project
Research integration and implementation. Commonalities and differences among diverse communities
Funder
Leuphana University Lueneburg
Grant
£700.00
Started
11 September 2017
Status
Complete


Project
Maximizing voluntary compliance in antimicrobial stewardship programs: a critical factor for effective intervention
Funder
USDA United States Department of Agriculture
Grant
£67,140.00
Started
15 January 2017
Status
Ongoing


Project
Co-producing knowledge in transdisciplinary research –  From practice to theory
Funder
Mistra Urban Futures
Grant
£500.00
Started
1 November 2017
Status
Complete



Postgraduate supervision
I welcome applications in any area of systems thinking, and am particularly looking for students wanting to develop new methodologies and methods for application to 'wicked' policy problems and community development.

Related areas in which I am interested in supervising include community operational research; problem structuring methods; dealing with power, conflict and marginalisation; and participatory practice.

Completed PhDs 

I have supervised more than 30 PhD students to successful completion.

Current PhD supervisions 

Maya Vachkova, Identity Issues in Radicalisation

Pam Sydelko, The Design of Inter-Agency Organisations to Tackle Wicked Problems, with Specific Reference to International Organised Crime

Alistair Smith, Clashing Understandings of the Role of the State in an Increasingly Pluralistic Society, and the Processes of Marginalisation this Produces in Local Communities

Louie Gardiner, Developing the Theory and Practice of 'Subjective Empiricism' to Support Systemic Intervention.

Delia MacNamara, Developing a Tool (the Boundary Triage) to Support Critical Self-Reflection as part of Leadership in a Networked Society

Oralia de la Pena de Torres, Extending Leader-Member Exchange (LMX) Theory with the Theory of Boundary Critique to Support the Understanding of Marginalisation in Organisations.

Helene Finidori, The Use of Pattern Languages to Enhance Systems Thinking

Yulia Kozak, The Use of Counter-Factuals to Enhance the Systems Thinking of Managers

Lisa Hilder, The Drivers and Barriers to Social Entrepreneurship in Women's Grass-Roots Community Groups

","Faculty of Business, Law and Politics"
Dr Martin Buzza,https://www.hull.ac.uk/staff-directory/martin-buzza,"


Project
Funder
Grant
Started
Status


Project
Self assembly of two dimensional colloidal alloys for metamaterials applications
Funder
EPSRC Engineering & Physical Sciences Research Council
Grant
£654,933.00
Started
26 January 2015
Status
Complete


",Faculty of Science and Engineering
Mr Lucas Mander,https://www.hull.ac.uk/staff-directory/lucas-mander,"


Project
Funder
Grant
Started
Status


Project
Waterbird assessment for proposed habitat compensatory sites
Funder
Environment Agency
Grant
£7,200.00
Started
15 July 2016
Status
Complete


Project
2017/2018 Waterbird use of Welwick Realignment Site (Humber Estuary)
Funder
ABP Marine Environmental Research Ltd
Grant
£6,586.00
Started
1 September 2017
Status
Complete


Project
Investigation of habitat suitability for estuarine wading birds using high-resolution tracking
Funder
British Trust for Ornithology
Grant
£3,000.00
Started
1 November 2017
Status
Ongoing


Project
Waterbird use of realignment site 2018/19 monitoring at Welwick
Funder
ABP Research & Consultancy
Grant
£6,587.00
Started
1 September 2018
Status
Complete


",Faculty of Science and Engineering
Dr Pauline Deutz,https://www.hull.ac.uk/staff-directory/pauline-deutz,"


Project
Funder
Grant
Started
Status


Project
White Rose Social Sciences Doctoral Training Partnership
Funder
ESRC Economic & Social Research Council
Grant
£83,649.00
Started
1 October 2017
Status
Ongoing



Postgraduate supervision
Pauline would welcome the opportunity to supervise projects in areas related to her research. UK/EU applicants are invited to propose topics related to cities, environment and livability or sustainable growth which can be considered for funding by the White Rose Doctoral Training Partnership. 
 
Completed PhDs 
 
-  Qiaozhi Wang, Knowledge Transfer to Facilitate Industrial Symbiosis : a Case Study of UK-China Collaborators, China Scholarship Council (2013) 
 
-  Jalal Etriki, Municipal Solid Waste Management and Institutions in Tripoli, Libya: Applying the Environmentally Sound Technologies (ESTs) Concept, Libyan Government (2013) 
 
-  Rui Zhao, Environmental Risk Management System Design for Hazardous Waste Materials, China Scholarship Council (2012) 
 
-  Haji Abdullah, Muhammad Amirruddin, Analysis of Low Carbon Transport in Brunei Darussalam: Case Study of a Sustainability Transition in an Oil-Rich Economy, Brunei Government (2015) 
- Tiraprapa Ratanachoti, Transition to Sustainable Industrial Waste Water Management in Thailand, Thai Government 
 
Committee member 
 
- Mbali Pewa, Community-Led Recycling in Rural South Africa, Commonwealth Scholarship 
-  David Ross, The Role of Tourism Providers in Developing Intangible Archaeological Heritage Tourism Experiences: A Case of Alentejo (Portugal), University of Hull 
 
-  Emy Jalil, Sustainability via Reverse Logistics: An Examination of Symbiosis Effect between Recycling System and Household Behaviour, Malaysian Government (2017) 
 
-  Sarinah Omar, Sungai Liang Industrial Park (SPARK): Can Brunei Achieve its Sustainable Industrial Development? Brunei Government (2014) 
 
-  Stephen Hall, Sustainable Cities: Land Use, Transport and Environmental Governance, White Rose Consortium of Universities (2015) 
 
-  Marcela Mele, Urban Governance and Post-Communist Transition in Albania (2011) 
 
-  Amy Proctor, Governance, Partnership and Sustainable Industrial Development, ESRC Case Studentship (2005) 
 
Current PhD supervisions 
 
-  Charlotte Mummery, Technological Change in a Fragmentary Policy Context: the Development of Hydraulic Fracturing (‘Fracking') in the UK, University of Hull 
 
-  Bingni Deng, Green Transformation of Eco-Industrial parks in China, China Scholarship Council 
 
Committee member 
 
-  Elis Davies, Conversion of Palm Oil Mill Effluent (POME) to Biodiesel Using Microwave Technology, University of Hull

",Faculty of Science and Engineering
Dr Rob Mackay,https://www.hull.ac.uk/staff-directory/rob-mackay,"

Postgraduate supervision
- Sonic art

- Sound art

- Electroacoustic composition

- Sound and place

- Acoustic ecology

- Ecoacoustics

- Interactive technology

- Audiovisual interaction

Completed PhDs

- Alo Allik, PhD by Composition, Developing a multimodal autonomous improvisation system (supported by a University of Hull 80th Anniversary Scholarship)

- Nick Del Nero, PhD by Composition, The relationship between technology and society (supported by an AHRC scholarship)

Current PhD supervisions 

- Moss Freed, PhD by Composition, Structured improvisation and graphic scores (supported by a NECAH scholarship in partnership with the University of Huddersfield). Co-supervisor: Prof Pierre Alexandre Tremblay.

- Anthony Boorer, PhD by Composition, The Electroacoustic Trombone: An examination of trombone technique through augmented electroacoustic sound design in an original composition portfolio (supported by a NECAH scholarship in partnership with the University of Huddersfield). Co-supervisor: Dr Mark Bokowiec.

- Tariq Emam, PhD by Composition, The Yorkshire Soundscape Project (supported by a University of Hull Interdisciplinary Scholarship). Co-supervisor: Dr Matt Barnard

- Brett Gordon, PhD by Composition, Human and Computer Interactions in Electroacoustic Music (supported by a University of Hull scholarship). Co-supervisor: Dr Mark Slater.

- Sam Eaton, PhD by Composition, Non-linear musical form explored through site-specific audiovisual installations. Co-supervisor: Dr Matt Barnard.

",Faculty of Arts Cultures and Education
Dr Africa Gomez,https://www.hull.ac.uk/staff-directory/africa-gomez,"

Postgraduate supervision
Africa welcomes applications for postgraduate supervision in her specialist areas of research. 
 
Completed PhDs 
 
-  Marta Maccari. 2017. Origin and evolution of Artemia reproductive and genetic diversity. IATS/CSIC, Spain and University of Hull. Co-supervised with Prof. Francisco Amat Domenech. CSIC and European Social Fund. Universitat de Valencia 20 September 2017. 
 
-  Thomas Mathers. 2013. The genetics and evolutionary dynamics of reproductive mode in tadpole shrimps. University of Hull/NHM London. NERC CASE studentship. Co-supervised with Rob Hammond and Ronald Jenner. 
 
-  Javier Montero Pau. 2012. Ecological and evolutionary impact of diapause on zooplankton. Universitat de València. Co-supervised with Prof Manuel Serra. 
 
-  Raquel Ortells Bañeres. 2002. Diversidad genética y ecológica en especies crípticas de rotíferos: patrones y procesos. Universitat de València. Co-supervised with Prof Manuel Serra. 
 
Current PhD supervisions 
 
-  Graham Sellers, start date 1/10/2015. Discovering and Monitoring Endangered Triops cancriformis Populations in Ephemeral Ponds. University of Hull PhD Studentships. Co-supervised with B Haenfling. Ongoing.

",Faculty of Science and Engineering
Dr Wolfram Bentz,https://www.hull.ac.uk/staff-directory/wolfram-bentz,"

Postgraduate supervision
Algebra

",Faculty of Science and Engineering
Dr Amanda Gregory,https://www.hull.ac.uk/staff-directory/amanda-gregory,"

Postgraduate supervision
Amanda welcomes applications in

-  Strategic management

-  Systems practice

-  Community operational research

Completed PhDs and DBAs

-  Roberto Palacios, A Systemic Approach to Understanding SME Development: Applying TSI in the Mexican Context, University of Lincolnshire and Humberside, PhD (1999)

-  Hilal Al Hinai, An Examination of Organisational Learning in For-Profit and Not-For-Profit Organisations in the Sultanate of Oman, University of Hull, DBA (2002)

-  Ismael Satti, Organisational Learning in the Kingdom of Saudi Arabia, University of Hull, DBA (2004)

-  John Martin, Dirty Tricks in Business and Management, University of Hull, DBA (2004)

-  Roberto Roldan-Villasenor, Management Learning in the Context of MSMEs, University of Hull, PhD (2004)

-  Shaowei Wu, Management Identity and Development: an Action Research Project, University of Hull, PhD (2012)

-  Ian Newsome, Developing the Application of Systems Thinking within the Policing and Community Safety Sector: an Action Research Study to Address Prevailing Multi-Agency Business Issues Using Critical Systems Practice, University of Hull, PhD (2012)

-  Marwa Abdal-Fadeel, Destination Management Systems: Comprehensive Effectiveness Evaluation, University of Hull, PhD (2012)

-  Richa Joshi, A Complexity Perspective on Mergers, Acquisitions, and International Joint Ventures, University of Hull, PhD (2016)

-  Catherine Hobbs, Tapping the Resource Within: Exploring a Learning Pathway for Systemic Leadership within Local Governance Networks, PhD (2016)

","Faculty of Business, Law and Politics"
Dr Andrew Hicks,https://www.hull.ac.uk/staff-directory/andrew-hicks,"

Postgraduate supervision
Andrew is keen to hear from prospective research students who wish to pursue doctoral research in any of the following areas.

Fiduciary law, particularly the nature and theory of fiduciary obligation and the regulation of fiduciaries; the law of trusts, particularly breach of trust and proprietary claims; and behavioural law and economics / cognitive and social psychological approaches to law.

","Faculty of Business, Law and Politics"
Dr Leonid Nikitenko,https://www.hull.ac.uk/staff-directory/leonid-nikitenko,"

Postgraduate supervision
Applications from prospective PhD or MSc by Research (MRes) students wishing to join Dr Nikitenko's research group and thriving postgraduate community at the School of Life Sciences are welcome at any time. 
 
In particular, Dr Nikitenko invites expression of interest and applications in the following areas of research. 
 
- Novel molecular mechanisms regulating endothelial cells differentiation, angiogenesis and lymphatic function in health and disease. 
 
- G-protein coupled receptors as targets for imaging and therapy in cardiovascular disease, cancer and lymphoedema. 
 
- Next generation sequencing and bioinformatics approaches to study endothelial and cancer cell biology. 
 
- Three-dimensional models and gene editing to study the role for tumour microenvironment in cancer progression. 
 
- Vasoactive and angiogenic peptides and their receptors. 
 
- Matricellular proteins and their role in cancer progression and resistance to therapies. 
 
- Lymphatic system and pathogenesis of lymphedema. 
 
- Cancer progression and resistance to targeted (including anti-angiogenic) therapies in renal carcinoma and sarcoma. 
 
- Intra- and inter-tumour heterogeneity.

",Faculty of Health Sciences
